rt,response
0.9801175937613569,1
1.0164631067216447,1
1.4720564874903441,1
1.820624635110451,1
1.6337561655456634,1
0.6861063240658075,1
1.179787353056745,1
2.2128364539110477,1
1.2583181188995998,1
0.5377468206033335,1
1.9765026529894154,1
1.1200227557889504,1
1.8524200385553005,1
0.9185925862441346,1
2.60085534297499,1
2.4196151135449533,1
1.174269298651905,1
0.9543258677717547,1
1.3278103464631072,1
2.5225110616592974,1
1.497838467682614,1
1.510479685380266,1
0.6650553758960646,1
1.5669553180017186,1
0.5406451175580409,1
0.6763802349166859,1
0.8316017665251879,1
1.1942479730641735,1
1.1450704375451237,1
0.8473727850349699,1
2.8930756427109308,1
0.850248261952248,1
0.833324355902119,1
1.2553678765290592,1
0.9730768065478436,1
0.5211728458068284,1
0.9377751424689406,1
2.9485004382951794,1
0.9267721105240883,1
3.3704701043374157,1
4.4261637221054135,1
1.727700368672427,1
0.5860558026528216,1
0.8723498351903268,1
1.4938632934469553,1
1.8099100112983302,1
1.8672167925920427,1
0.6832708195606826,1
2.0837640727045517,1
1.1461767276540082,1
1.2947326147724276,1
1.0091633056597207,1
0.5987796788847247,1
1.0862022066227421,1
0.8641966677150277,1
1.4030946718092328,1
0.6364421427078102,1
1.077244586203819,1
1.1134000996244573,1
0.6733518393493516,1
0.7776655386738103,1
4.92360606931626,1
2.7870735658997097,1
1.0148538626379007,1
0.6014149315684991,1
0.6645332474247501,1
1.4504563595734326,1
0.7656015335260978,1
1.5735095285312386,1
0.7287805524322086,1
0.7983159891022066,1
1.094298918132144,1
0.9699594498250169,1
3.0725219642036787,1
0.8024578413046325,1
2.7259088334181127,1
2.755564734955825,1
1.501665420457289,1
3.4865213414842646,1
0.5780869698397544,1
0.5232732952295147,1
0.8852154351587895,1
0.8563817252562577,1
1.8708041058657836,1
1.325252921221652,1
1.2877135644939308,1
2.047075458514531,1
0.8298860436624673,1
1.1397695322509762,1
2.2931041831237247,1
1.4570286749698442,1
1.5525336341213865,1
1.3731881458265969,1
0.9999767220838601,1
0.6303828767420552,1
2.2121868508596103,1
0.43817585419288213,1
1.2482899842650688,1
1.003577864690526,1
0.5240612219029893,1
0.9319002811454128,1
2.780087897478228,1
1.3167298915127605,1
0.7441008882863137,1
1.7076880145441324,1
0.6179432813272772,1
1.9843455890823871,1
2.018906721593952,1
1.3191693572869159,1
0.7558440674822414,1
1.5347274404067226,1
1.5589238590804588,1
2.2876888226321355,1
2.9097063544455466,1
0.5322229582984362,1
1.1709996755075016,1
1.3256692757841901,1
0.5281829805969671,1
1.2211871659180937,1
1.017656537793188,1
2.1091613170593133,1
0.7598823361673664,1
2.3187477824034763,1
1.9304226145011294,1
1.2522916371860444,1
0.9022688167620487,1
1.6309552371545462,1
2.5096703374440845,1
0.8732796976288865,1
0.8119972628453619,1
2.992176394431014,1
1.0918448025094678,1
2.083359283513057,1
0.7085641311321983,1
2.1315643174463808,1
1.1631938240704065,1
2.5487020842315258,1
0.9169158863687962,1
1.828863516602435,1
1.1829247955582578,1
0.8674314786991398,1
0.6856265585430271,1
2.243251159855796,1
0.8159424311885867,1
0.8505026476353856,1
0.45784226117515087,1
0.7207411212092363,1
0.7491918054779555,1
0.7316652258191549,1
0.8069890418419151,1
1.1942192362229636,1
2.1082136339134268,1
1.9014011650552525,1
0.6471383718363861,1
0.4880050714260542,1
0.8114191624887916,1
1.9771138309238256,1
0.5835073402146911,1
2.0822502602272643,1
0.6930574083474319,1
1.4718038942443261,1
1.2014084255140327,1
1.4767887092147751,1
1.2038175992192566,1
1.0043550124326284,1
1.8696407521489482,1
2.2442480205662987,1
0.6809919352580478,1
1.1675545522271615,1
3.0165248948788475,1
0.6382428167250898,1
0.6783354624137996,1
1.9701418746630446,1
0.7847989766450505,1
1.2150989951901934,1
1.6199441789845734,1
1.3338657850296223,1
2.0966814239055216,1
0.7579494127863649,1
0.6476836172669493,1
1.6744367086743284,1
2.677748634106829,1
0.7597733986129903,1
1.3987139382975078,1
0.764026572244016,1
0.9475233044304678,1
3.1057175401641426,1
1.549456483367883,1
0.5095901595662833,1
0.5838610112363607,1
1.210628581638949,1
3.9611865478850583,1
3.786676955557473,1
1.990063705196312,1
0.6147162679662317,1
2.3960467574447195,1
0.4814428776948715,1
2.0507415920203,1
3.466460555328543,1
0.6612274738759835,1
0.5544031163162948,1
0.8454037245575317,1
1.1864677963573007,1
2.1403501189265928,1
1.0649977134457562,1
2.4087692313404085,1
1.2897629934373733,1
4.350385221916123,1
1.3969765379569647,1
0.8926121377820748,1
1.266678999366083,1
0.811276255183901,1
0.7653591992644198,1
0.6052436233489821,1
0.9821788890810444,1
1.2110807345429802,1
3.0494008374330006,1
1.194430613995209,1
1.3911174143691751,1
0.9479848357461563,1
2.882228795435765,1
1.15326313012061,1
1.1434614370291807,1
0.5022219120037815,1
